genome_ID,BGC product,BiGSCAPE clan,BiGSCAPE family,BGC type
DSLMC04103__metabat2_low_PE.013.contigs,sactipeptide,2,238,RiPPs
DSLMC04103__metabat2_low_PE.013.contigs,NRPS,1600,1600,NRPS
DSTFC04002__metabat2_high_PE.021.contigs,NRPS,1154,1154,NRPS
DSTFC04002__metabat2_high_PE.021.contigs,NRPS,1290,1290,NRPS
DSTFC04002__metabat2_high_PE.021.contigs,sactipeptide,2,683,RiPPs
DSTFC04002__metabat2_high_PE.043.contigs,NRPS,966,966,NRPS
DSTFC04002__metabat2_high_PE.043.contigs,sactipeptide,966,966,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,NRPS,558,558,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,arylpolyene,832,832,Others
DSTFI04002__maxbin2_high_prob.004.contigs,NRPS,1949,1949,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,NRPS-like,982,982,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,NRPS,971,971,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,arylpolyene,339,339,Others
DSTFI04002__maxbin2_high_prob.004.contigs,NRPS,1302,1302,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,bacteriocin,2,1650,RiPPs
DSTFI04002__maxbin2_high_prob.004.contigs,siderophore,1050,1050,Others
DSTFI04002__maxbin2_high_prob.004.contigs,NRPS,1170,1170,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,NRPS,577,577,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,NRPS,361,361,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,NRPS,1136,1136,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,NRPS,999,999,NRPS
DSTFI04002__maxbin2_high_prob.004.contigs,bacteriocin,2,89,RiPPs
DSTFI04003__metabat2_high_PE.012.contigs,T3PKS,842,842,PKSother
DSTMC04003__maxbin2_low_prob.011.contigs,NRPS-like,214,214,NRPS
DSTMC04003__maxbin2_low_prob.011.contigs,sactipeptide,2,1364,RiPPs
DSTMC04003__metabat2_high_PE.023.contigs,NRPS,332,332,NRPS
DSTMC04003__metabat2_high_PE.041.contigs,NRPS,202,202,NRPS
DSTMC04003__metabat2_low_PE.048.contigs,sactipeptide,2,750,RiPPs
DSTMI04001__maxbin2_low_prob.005.contigs,T1PKS,1771,1771,PKSI
DSTMI04001__maxbin2_low_prob.005.contigs,terpene,780,780,Terpene
DSTMI04001__maxbin2_low_prob.005.contigs,NRPS-like,1611,1611,NRPS
DSTMR04002__metabat2_high_PE.016.contigs,sactipeptide,2,1720,RiPPs
DSTMR04002__metabat2_high_PE.019.contigs,T3PKS,338,338,PKSother
DSTMR04002__metabat2_high_PE.036.contigs,sactipeptide,2,975,RiPPs
DSTMR04002__metabat2_high_PE.039.contigs,sactipeptide,2,620,RiPPs
DSTMR04002__metabat2_high_PE.045.contigs,sactipeptide,2,1599,RiPPs
DSTMR04002__metabat2_low_PE.040.contigs,sactipeptide,2,943,RiPPs
Dunbar_p2__metabat2_high_PE.041.contigs,phenazine,894,894,Others
Elaine_p2__metabat2_low_PE.007.contigs,sactipeptide,2,292,RiPPs
F157a_European_Toad__metabat2_high_PE.005.contigs,terpene,1689,1689,Terpene
F157a_European_Toad__metabat2_high_PE.005.contigs,terpene,1362,1362,Terpene
F157b_European_Toad__metabat2_low_PE.001.contigs,sactipeptide,733,733,RiPPs
F241_Great_Cormorant__maxbin2_low_prob.005.contigs,T3PKS,338,338,PKSother
F42_Fallow_Deer__metabat2_low_PE.003.contigs,lassopeptide,2,1237,RiPPs
F42_Fallow_Deer__metabat2_low_PE.003.contigs,betalactone,231,231,Others
F42_Fallow_Deer__metabat2_low_PE.003.contigs,sactipeptide,2,343,RiPPs
Faulkner_p2__maxbin2_high_prob.012.contigs,arylpolyene,870,870,Others
Faulkner_p2__maxbin2_high_prob.012.contigs,arylpolyene,54,54,Others
Freddie_p2__metabat2_high_PE.038.contigs,terpene,1907,1907,Terpene
Freddie_p2__metabat2_low_PE.029.contigs,NRPS,1218,1218,NRPS
Freddie_p2__metabat2_low_PE.029.contigs,sactipeptide,2,1727,RiPPs
Garnier_p2__metabat2_high_PE.037.contigs,terpene,508,508,Terpene
Garnier_p2__metabat2_low_PE.022.contigs,sactipeptide,2,650,RiPPs
Glacier_p1__metabat2_high_PE.008.contigs,NRPS-like,32,32,NRPS
Glacier_p1__metabat2_high_PE.008.contigs,NRPS-like,337,337,NRPS
Glacier_p2__maxbin2_low_prob.007.contigs,bacteriocin,2,592,RiPPs
Glacier_p2__maxbin2_low_prob.007.contigs,sactipeptide,2,1265,RiPPs
Gold_p2__metabat2_low_PE.010.contigs,terpene,1575,1575,Terpene
Gold_p2__metabat2_low_PE.010.contigs,arylpolyene,234,234,Others
HBJMC02800__metabat2_high_PE.027.contigs,sactipeptide,2,1709,RiPPs
HHCFC01400__metabat2_high_PE.014.contigs,NRPS,896,896,NRPS
HHCFC01400__metabat2_high_PE.014.contigs,NRPS-like,566,566,NRPS
HHCFC01400__metabat2_high_PE.014.contigs,NRPS,1141,1141,NRPS
HHCFC01400__metabat2_high_PE.022.contigs,NRPS-like,1658,1658,NRPS
HHCFC01400__metabat2_high_PE.022.contigs,sactipeptide,2,138,RiPPs
HHCFC01400__metabat2_high_PE.024.contigs,NRPS,1926,1926,NRPS
HHCFC01400__metabat2_high_PE.024.contigs,sactipeptide,2,1630,RiPPs
HHCFC01400__metabat2_high_PE.029.contigs,sactipeptide,2,1550,RiPPs
HHCFC01400__metabat2_high_PE.058.contigs,bacteriocin,2,1247,RiPPs
HHCFC01400__metabat2_high_PE.058.contigs,terpene,132,132,Terpene
HHCFC01400__metabat2_low_PE.042.contigs,terpene,1862,1862,Terpene
HHCFC01400__metabat2_low_PE.042.contigs,bacteriocin,2,291,RiPPs
HHCFC02800__metabat2_high_PE.058.contigs,NRPS,540,540,NRPS
HHCFD02800__metabat2_low_PE.039.contigs,T3PKS,371,371,PKSother
HHCFD02800__metabat2_low_PE.039.contigs,bacteriocin,2,932,RiPPs
HHCFD02800__metabat2_low_PE.039.contigs,NRPS-like,1913,1913,NRPS
HHCFD02800__metabat2_low_PE.039.contigs,siderophore,1003,1003,Others
HHCFJ02800__maxbin2_low_prob.003.contigs,lanthipeptide,2,1513,RiPPs
HHCFJ05602__maxbin2_low_prob.015.contigs,T3PKS,1702,1702,PKSother
HHCFJ05602__maxbin2_low_prob.015.contigs,NRPS,663,663,NRPS
HHCFJ05602__metabat2_low_PE.014.contigs,T3PKS,1924,1924,PKSother
HHCFJ05603__metabat2_high_PE.022.contigs,bacteriocin,2,758,RiPPs
HHCFJ05603__metabat2_high_PE.022.contigs,lassopeptide,2,77,RiPPs
HHCFJ05603__metabat2_high_PE.022.contigs,T3PKS,955,955,PKSother
HHCFJ05603__metabat2_high_PE.022.contigs,bacteriocin,2,758,RiPPs
HHCFR02800__metabat2_high_PE.019.contigs,sactipeptide,2,1020,RiPPs
HHCFR05603__metabat2_high_PE.041.contigs,NRPS,1901,1901,NRPS
HHCFR05603__metabat2_high_PE.041.contigs,NRPS,1448,1448,NRPS
HHCFR05603__metabat2_low_PE.033.contigs,sactipeptide,2,513,RiPPs
Juniper_p1__metabat2_low_PE.029.contigs,arylpolyene,729,729,Others
Kit_p2__metabat2_high_PE.005.contigs,sactipeptide,2,1528,RiPPs
Kit_p2__metabat2_high_PE.020.contigs,NRPS,847,847,NRPS
Kit_p2__metabat2_high_PE.038.contigs,sactipeptide,2,1877,RiPPs
Lana_p2__metabat2_high_PE.010.contigs,arylpolyene,562,562,Others
LBJMC04200__metabat2_high_PE.003.contigs,sactipeptide,2,1314,RiPPs
LBJMC04200__metabat2_low_PE.012.contigs,sactipeptide,2,824,RiPPs
LBJMC04200__metabat2_low_PE.022.contigs,NRPS,1901,1901,NRPS
LBJMC04200__metabat2_low_PE.022.contigs,sactipeptide,2,292,RiPPs
LBJMC04202__metabat2_low_PE.018.contigs,betalactone,1642,1642,Others
LBJMI02800__metabat2_high_PE.016.contigs,terpene,24,24,Terpene
LBJMI02800__metabat2_high_PE.016.contigs,acyl_amino_acids,1226,1226,Others
LBJMI02800__metabat2_high_PE.016.contigs,arylpolyene,1015,1015,Others
LBJMR02800__maxbin2_low_prob.028.contigs,sactipeptide,2,1391,RiPPs
LBJMR02800__metabat2_high_PE.031.contigs,sactipeptide,2,1916,RiPPs
LBJMR02800__metabat2_low_PE.006.contigs,sactipeptide,2,560,RiPPs
LBJMR02800__metabat2_low_PE.023.contigs,sactipeptide,2,474,RiPPs
LBJMR02800__metabat2_low_PE.023.contigs,sactipeptide,2,62,RiPPs
LHCFC01400__metabat2_low_PE.025.contigs,sactipeptide,2,22,RiPPs
LHCFC01400__metabat2_low_PE.055.contigs,sactipeptide,2,255,RiPPs
LHCFC04200__maxbin2_low_prob.010.contigs,lanthipeptide,2,1483,RiPPs
LHCFC04200__metabat2_high_PE.045.contigs,sactipeptide,2,1614,RiPPs
LHCFC04200__metabat2_low_PE.042.contigs,sactipeptide,2,19,RiPPs
LHCFC04200__metabat2_low_PE.042.contigs,betalactone,1458,1458,Others
LHCFR01400__maxbin2_low_prob.037.contigs,sactipeptide,2,741,RiPPs
LHCFR01400__metabat2_low_PE.032.contigs,NRPS,1810,1810,NRPS
LHCFR01400__metabat2_low_PE.032.contigs,sactipeptide,2,53,RiPPs
Magnolia_p2__maxbin2_low_prob.021.contigs,bacteriocin,2,995,RiPPs
Magnolia_p2__maxbin2_low_prob.021.contigs,terpene,1826,1826,Terpene
Magnolia_p2__metabat2_high_PE.017.contigs,arylpolyene,434,434,Others
Magnolia_p2__metabat2_high_PE.017.contigs,arylpolyene,267,267,Others
MBJMJ04200__maxbin2_low_prob.012.contigs,betalactone,662,662,Others
MBJMJ04200__maxbin2_low_prob.020.contigs,betalactone,1834,1834,Others
MBJMJ04200__maxbin2_low_prob.020.contigs,NRPS,157,157,NRPS
MBJMJ04200__maxbin2_low_prob.020.contigs,bacteriocin,2,1910,RiPPs
MBJMJ04200__maxbin2_low_prob.020.contigs,T3PKS,1948,1948,PKSother
MBJMJ04200__maxbin2_low_prob.020.contigs,NRPS-like,1403,1403,NRPS
MHCFD02800__metabat2_low_PE.007.contigs,NRPS,1626,1626,NRPS
MHCFD02800__metabat2_low_PE.007.contigs,betalactone,1409,1409,Others
MHCFD02800__metabat2_low_PE.007.contigs,arylpolyene,1128,1128,Others
MHCFD02800__metabat2_low_PE.007.contigs,NRPS,1821,1821,NRPS
MHCFD02800__metabat2_low_PE.007.contigs,bacteriocin,2,1112,RiPPs
MHCFD02800__metabat2_low_PE.007.contigs,T1PKS,1129,1129,PKSI
MHCFD02800__metabat2_low_PE.007.contigs,NRPS-like,216,216,NRPS
MHCFD02800__metabat2_low_PE.007.contigs,terpene,272,272,Terpene
MHCFR00700__metabat2_low_PE.034.contigs,betalactone,1589,1589,Others
MHCFR00700__metabat2_low_PE.034.contigs,NRPS,202,202,NRPS
MHCFR04200__metabat2_high_PE.011.contigs,bacteriocin,2,734,RiPPs
MHCFR04200__metabat2_high_PE.011.contigs,sactipeptide,2,1935,RiPPs
MHCFR04200__metabat2_low_PE.027.contigs,sactipeptide,2,1266,RiPPs
MHCFR05601__maxbin2_low_prob.004.contigs,T3PKS,1030,1030,PKSother
MHCFR05601__maxbin2_low_prob.006.contigs,sactipeptide,2,750,RiPPs
MHCFR05601__metabat2_high_PE.003.contigs,sactipeptide,2,1283,RiPPs
MHCFR05601__metabat2_high_PE.003.contigs,NRPS,1618,1618,NRPS
MHCFR05601__metabat2_high_PE.011.contigs,sactipeptide,2,1896,RiPPs
MHCFR05601__metabat2_high_PE.031.contigs,NRPS,978,978,NRPS
MHCFR05601__metabat2_high_PE.031.contigs,T1PKS,978,978,NRPS
MHCFR05601__metabat2_high_PE.031.contigs,arylpolyene,918,918,Others
MHCFR05601__metabat2_high_PE.031.contigs,NRPS-like,1058,1058,NRPS
MHCFR05601__metabat2_low_PE.003.contigs,betalactone,512,512,Others
MHCFR05601__metabat2_low_PE.030.contigs,sactipeptide,2,924,RiPPs
MJGMD1__maxbin2_high_prob.001.contigs,NRPS-like,1651,1651,NRPS
MJGMD1__maxbin2_high_prob.001.contigs,thiopeptide,2,1934,RiPPs
MJGMD1__maxbin2_high_prob.004.contigs,lassopeptide,2,1293,RiPPs
MJGMD1__metabat2_low_PE.006.contigs,sactipeptide,2,1304,RiPPs
MJGMD1__metabat2_low_PE.010.contigs,NRPS,186,186,NRPS
MJGMD1__metabat2_low_PE.010.contigs,thiopeptide,2,732,RiPPs
MJGMD1__metabat2_low_PE.010.contigs,bacteriocin,2,218,RiPPs
MJGMD1__metabat2_low_PE.014.contigs,T3PKS,381,381,PKSother
MJGMD1__metabat2_low_PE.014.contigs,bacteriocin,2,874,RiPPs
MJGMH1__maxbin2_low_prob.015.contigs,NRPS,1400,1400,NRPS
MJGMH1__maxbin2_low_prob.015.contigs,NRPS,158,158,NRPS
MJGMH1__maxbin2_low_prob.015.contigs,NRPS,1382,1382,NRPS
MJGMH1__maxbin2_low_prob.015.contigs,sactipeptide,2,513,RiPPs
MJGMH1__metabat2_high_PE.009.contigs,sactipeptide,2,1391,RiPPs
MJGMH1__metabat2_high_PE.019.contigs,bacteriocin,2,1021,RiPPs
MJGMH1__metabat2_high_PE.019.contigs,resorcinol,1849,1849,Others
MJGMH1__metabat2_low_PE.015.contigs,bacteriocin,2,187,RiPPs
MJGMH2__maxbin2_low_prob.020.contigs,thiopeptide,2,1934,RiPPs
MJGMH2__maxbin2_low_prob.020.contigs,betalactone,309,309,Others
MJGMH2__maxbin2_low_prob.020.contigs,bacteriocin,2,1033,RiPPs
MJGMH2__maxbin2_low_prob.021.contigs,NRPS-like,1060,1060,NRPS
MJGMH2__metabat2_low_PE.014.contigs,phosphonate,1156,1156,Others
MJGMH2__metabat2_low_PE.014.contigs,sactipeptide,2,1357,RiPPs
N._albigula_661_foregut__metabat2_high_PE.002.contigs,arylpolyene,653,653,Others
N._albigula_661_foregut__metabat2_high_PE.002.contigs,arylpolyene,1595,1595,Others
NBJMC04201__metabat2_high_PE.011.contigs,NRPS,163,163,NRPS
NBJMC04201__metabat2_high_PE.011.contigs,NRPS,1326,1326,NRPS
NBJMC04201__metabat2_high_PE.018.contigs,sactipeptide,2,331,RiPPs
NBJMC04201__metabat2_high_PE.052.contigs,terpene,1452,1452,Terpene
NBJMC04201__metabat2_high_PE.052.contigs,NRPS-like,1384,1384,NRPS
NBJMC04201__metabat2_low_PE.012.contigs,bacteriocin,2,1021,RiPPs
NBJMC04201__metabat2_low_PE.017.contigs,sactipeptide,2,487,RiPPs
NBJMC04202__maxbin2_low_prob.008.contigs,sactipeptide,2,895,RiPPs
NBJMC04202__metabat2_high_PE.039.contigs,sactipeptide,2,1742,RiPPs
NBJMC04202__metabat2_high_PE.053.contigs,NRPS,1097,1097,NRPS
NBJMC04202__metabat2_high_PE.053.contigs,sactipeptide,2,250,RiPPs
NBJMC04202__metabat2_low_PE.039.contigs,sactipeptide,2,53,RiPPs
NBJMC04203__metabat2_high_PE.051.contigs,NRPS,1926,1926,NRPS
NBJMC04203__metabat2_high_PE.051.contigs,sactipeptide,2,1838,RiPPs
NBJMR02800__maxbin2_low_prob.004.contigs,sactipeptide,2,1781,RiPPs
NBJMR02800__metabat2_high_PE.022.contigs,NRPS,1147,1147,NRPS
NBJMR02800__metabat2_high_PE.022.contigs,NRPS-like,1194,1194,NRPS
NBJMR02800__metabat2_high_PE.027.contigs,sactipeptide,2,1297,RiPPs
NBJMR02800__metabat2_high_PE.027.contigs,NRPS,676,676,NRPS
NBJMR02800__metabat2_high_PE.046.contigs,sactipeptide,2,1221,RiPPs
NBJMR02800__metabat2_low_PE.003.contigs,sactipeptide,2,614,RiPPs
NBJMR02800__metabat2_low_PE.040.contigs,sactipeptide,2,1528,RiPPs
NBJMR02800__metabat2_low_PE.040.contigs,NRPS,1905,1905,NRPS
NBJMR02800__metabat2_low_PE.044.contigs,sactipeptide,2,1935,RiPPs
NBJMR02800__metabat2_low_PE.044.contigs,bacteriocin,2,734,RiPPs
NHCFC00100__metabat2_low_PE.019.contigs,sactipeptide,2,1791,RiPPs
NHCFC00100__metabat2_low_PE.022.contigs,terpene,1349,1349,Terpene
NHCFC00100__metabat2_low_PE.022.contigs,T3PKS,298,298,PKSother
NHCFC04200__maxbin2_high_prob.014.contigs,arylpolyene,184,184,Others
NHCFC04200__metabat2_high_PE.075.contigs,sactipeptide,2,1084,RiPPs
NHCFC04200__metabat2_low_PE.031.contigs,bacteriocin,2,1772,RiPPs
NHCFC04200__metabat2_low_PE.055.contigs,thiopeptide,2,791,RiPPs
NHCFC04200__metabat2_low_PE.055.contigs,LAP,2,608,RiPPs
NHCFC04200__metabat2_low_PE.055.contigs,NRPS-like,900,900,NRPS
NHCFD04200__maxbin2_low_prob.004.contigs,hserlactone,286,286,Others
NHCFD04200__maxbin2_low_prob.004.contigs,NRPS-like,1510,1510,NRPS
NHCFD04200__maxbin2_low_prob.004.contigs,NRPS,131,131,NRPS
NHCFD04200__maxbin2_low_prob.004.contigs,terpene,1116,1116,Terpene
NHCFD04200__maxbin2_low_prob.004.contigs,NRPS-like,1643,1643,NRPS
NHCFD04200__maxbin2_low_prob.004.contigs,siderophore,655,655,Others
NHCFD04200__maxbin2_low_prob.004.contigs,T1PKS,763,763,Others
NHCFD04200__maxbin2_low_prob.004.contigs,terpene,763,763,Others
NHCFD04200__maxbin2_low_prob.004.contigs,terpene,1507,1507,Terpene
NHCFD04200__metabat2_high_PE.015.contigs,NRPS-like,1305,1305,NRPS
NHCFD04200__metabat2_high_PE.015.contigs,ectoine,536,536,Others
NHCFD04200__metabat2_high_PE.015.contigs,bacteriocin,2,28,RiPPs
NHCFD04200__metabat2_high_PE.017.contigs,T3PKS,1439,1439,PKSother
NHCFD04200__metabat2_high_PE.017.contigs,terpene,1558,1558,Terpene
NHCFD04200__metabat2_high_PE.017.contigs,NRPS-like,137,137,NRPS
NHCFD04200__metabat2_high_PE.017.contigs,terpene,191,191,Terpene
NHCFD04200__metabat2_high_PE.017.contigs,T1PKS,624,624,PKSI
NHCFD04200__metabat2_high_PE.017.contigs,terpene,10,10,Terpene
NHCFD04200__metabat2_low_PE.020.contigs,terpene,491,491,Terpene
NHCFI00100__maxbin2_low_prob.004.contigs,T3PKS,282,282,PKSother
NHCFI00100__maxbin2_low_prob.004.contigs,bacteriocin,2,561,RiPPs
NHCFI00100__maxbin2_low_prob.004.contigs,bacteriocin,2,226,RiPPs
NHCFI05602__metabat2_high_PE.006.contigs,lanthipeptide,2,535,RiPPs
NHCFI05602__metabat2_high_PE.006.contigs,NRPS,644,644,NRPS
NHCFI05602__metabat2_high_PE.006.contigs,terpene,248,248,Terpene
NHCFJ02800__maxbin2_high_prob.001.contigs,NRPS,1711,1711,NRPS
NHCFJ02800__maxbin2_high_prob.001.contigs,T1PKS,59,59,PKSI
NHCFJ02800__maxbin2_high_prob.001.contigs,NRPS-like,1687,1687,NRPS
NHCFJ02800__maxbin2_high_prob.001.contigs,siderophore,1502,1502,Others
NHCFJ02800__maxbin2_high_prob.001.contigs,siderophore,548,548,Others
NHCFJ02800__metabat2_high_PE.002.contigs,ectoine,534,534,Others
NHCFJ02800__metabat2_high_PE.002.contigs,LAP,2,796,RiPPs
NHCFJ02800__metabat2_high_PE.002.contigs,resorcinol,285,285,Others
NHCFJ02800__metabat2_high_PE.002.contigs,resorcinol,1486,1486,Others
NHCFJ02800__metabat2_low_PE.015.contigs,ectoine,1273,1273,Others
NHCFJ05603__metabat2_low_PE.001.contigs,terpene,1822,1822,Terpene
NHCFJ05603__metabat2_low_PE.001.contigs,NRPS-like,1921,1921,NRPS
NHCFJ05603__metabat2_low_PE.001.contigs,T1PKS,176,176,PKSI
NHCFR00700__metabat2_high_PE.007.contigs,sactipeptide,2,1945,RiPPs
NHCFR00700__metabat2_high_PE.034.contigs,sactipeptide,2,53,RiPPs
NHCFR00700__metabat2_high_PE.054.contigs,sactipeptide,2,1467,RiPPs
NHCFR00700__metabat2_high_PE.066.contigs,sactipeptide,2,1703,RiPPs
NHCFR00700__metabat2_low_PE.032.contigs,sactipeptide,2,1304,RiPPs
NHCFR05603__maxbin2_high_prob.035.contigs,bacteriocin,2,1503,RiPPs
NHCFR05603__maxbin2_high_prob.035.contigs,sactipeptide,2,1935,RiPPs
NHCFR05603__maxbin2_high_prob.044.contigs,arylpolyene,184,184,Others
NHCFR05603__metabat2_high_PE.018.contigs,sactipeptide,2,135,RiPPs
NHCFR05603__metabat2_high_PE.044.contigs,NRPS-like,1324,1324,NRPS
NHCFR05603__metabat2_high_PE.050.contigs,sactipeptide,2,1416,RiPPs
NHCFR05603__metabat2_low_PE.044.contigs,sactipeptide,2,895,RiPPs
N._stephensi_703_cecum__metabat2_low_PE.003.contigs,sactipeptide,2,889,RiPPs
N._stephensi_703_cecum__metabat2_low_PE.004.contigs,NRPS,424,424,NRPS
N._stephensi_703_cecum__metabat2_low_PE.004.contigs,sactipeptide,2,1462,RiPPs
N._stephensi_709_cecum__metabat2_low_PE.006.contigs,NRPS,1669,1669,NRPS
N._stephensi_709_cecum__metabat2_low_PE.006.contigs,sactipeptide,2,357,RiPPs
N._stephensi_709_cecum__metabat2_low_PE.006.contigs,NRPS-like,1137,1137,NRPS
N._stephensi_709_foregut__maxbin2_high_prob.002.contigs,lanthipeptide,2,1093,RiPPs
N._stephensi_709_foregut__metabat2_high_PE.003.contigs,NRPS,130,130,NRPS
N._stephensi_709_foregut__metabat2_high_PE.003.contigs,betalactone,1202,1202,Others
N._stephensi_709_foregut__metabat2_high_PE.003.contigs,sactipeptide,2,250,RiPPs
N._stephensi_709_foregut__metabat2_low_PE.012.contigs,sactipeptide,2,1584,RiPPs
N._stephensi_711_cecum__metabat2_high_PE.008.contigs,sactipeptide,2,1528,RiPPs
Oklahoma_p2__metabat2_high_PE.034.contigs,bacteriocin,2,995,RiPPs
Oklahoma_p2__metabat2_high_PE.034.contigs,betalactone,1233,1233,Others
Oklahoma_p2__metabat2_high_PE.034.contigs,terpene,697,697,Terpene
Oklahoma_p2__metabat2_low_PE.029.contigs,resorcinol,1383,1383,Others
Oklahoma_p2__metabat2_low_PE.035.contigs,NRPS-like,1031,1031,NRPS
Oklahoma_p2__metabat2_low_PE.035.contigs,NRPS-like,910,910,NRPS
Peterbilt_p2__metabat2_high_PE.039.contigs,sactipeptide,2,1391,RiPPs
Peterbilt_p2__metabat2_low_PE.018.contigs,sactipeptide,2,1880,RiPPs
Peterbilt_p2__metabat2_low_PE.035.contigs,T3PKS,939,939,PKSother
R01__metabat2_low_PE.010.contigs,NRPS,1804,1804,NRPS
R01__metabat2_low_PE.010.contigs,betalactone,232,232,Others
R02__maxbin2_high_prob.029.contigs,NRPS-like,1722,1722,NRPS
R02__maxbin2_low_prob.043.contigs,arylpolyene,61,61,Others
R02__maxbin2_low_prob.043.contigs,NRPS-like,1061,1061,NRPS
R02__maxbin2_low_prob.043.contigs,thiopeptide,2,1034,RiPPs
R02__maxbin2_low_prob.043.contigs,arylpolyene,1595,1595,Others
R02__maxbin2_low_prob.043.contigs,arylpolyene,90,90,Others
R02__metabat2_low_PE.022.contigs,NRPS,1578,1578,NRPS
R02__metabat2_low_PE.022.contigs,NRPS,1252,1252,NRPS
R03__maxbin2_low_prob.006.contigs,NRPS,75,75,NRPS
R03__maxbin2_low_prob.011.contigs,arylpolyene,1568,1568,Others
R03__maxbin2_low_prob.011.contigs,arylpolyene,884,884,Others
R03__maxbin2_low_prob.017.contigs,NRPS,766,766,NRPS
R03__maxbin2_low_prob.031.contigs,T3PKS,421,421,PKSother
R03__maxbin2_low_prob.031.contigs,NRPS-like,563,563,NRPS
R03__maxbin2_low_prob.031.contigs,hglE-KS,1286,1286,PKSother
R03__maxbin2_low_prob.031.contigs,T1PKS,1734,1734,PKSI
R03__maxbin2_low_prob.031.contigs,hglE-KS,1399,1399,PKSother
R03__maxbin2_low_prob.031.contigs,terpene,313,313,Terpene
R03__maxbin2_low_prob.031.contigs,terpene,1466,1466,Terpene
R03__maxbin2_low_prob.031.contigs,T1PKS,1028,1028,PKSI
R03__maxbin2_low_prob.031.contigs,T1PKS,1857,1857,PKSI
R03__metabat2_high_PE.019.contigs,bacteriocin,2,1106,RiPPs
R03__metabat2_high_PE.019.contigs,sactipeptide,2,615,RiPPs
R03__metabat2_high_PE.019.contigs,lanthipeptide,2,626,RiPPs
R03__metabat2_high_PE.019.contigs,bacteriocin,2,1623,RiPPs
R03__metabat2_high_PE.019.contigs,proteusin,2,1623,RiPPs
R03__metabat2_high_PE.019.contigs,bacteriocin,2,1331,RiPPs
R03__metabat2_high_PE.019.contigs,proteusin,2,1101,RiPPs
R03__metabat2_high_PE.033.contigs,NRPS,1866,1866,NRPS
R03__metabat2_high_PE.033.contigs,betalactone,634,634,Others
R03__metabat2_high_PE.033.contigs,NRPS-like,463,463,NRPS
R03__metabat2_high_PE.033.contigs,NRPS,1395,1395,NRPS
R03__metabat2_high_PE.033.contigs,NRPS,672,672,NRPS
R03__metabat2_high_PE.058.contigs,NRPS-like,1444,1444,NRPS
R03__metabat2_high_PE.058.contigs,betalactone,1405,1405,Others
R03__metabat2_high_PE.058.contigs,NRPS,798,798,NRPS
R03__metabat2_high_PE.058.contigs,NRPS,1199,1199,NRPS
R03__metabat2_high_PE.058.contigs,NRPS,396,396,NRPS
R03__metabat2_high_PE.065.contigs,NRPS,1404,1404,NRPS
R03__metabat2_high_PE.065.contigs,sactipeptide,2,1056,RiPPs
R03__metabat2_high_PE.065.contigs,NRPS-like,1925,1925,NRPS
R03__metabat2_low_PE.017.contigs,NRPS,813,813,NRPS
R03__metabat2_low_PE.017.contigs,bacteriocin,2,1192,RiPPs
R03__metabat2_low_PE.017.contigs,NRPS-like,185,185,NRPS
R03__metabat2_low_PE.024.contigs,arylpolyene,1899,1899,Others
R03__metabat2_low_PE.024.contigs,NRPS,658,658,NRPS
R03__metabat2_low_PE.024.contigs,arylpolyene,91,91,Others
R03__metabat2_low_PE.024.contigs,NRPS,588,588,NRPS
R03__metabat2_low_PE.033.contigs,betalactone,1453,1453,Others
R03__metabat2_low_PE.033.contigs,NRPS,206,206,NRPS
R03__metabat2_low_PE.033.contigs,NRPS-like,1522,1522,NRPS
R03__metabat2_low_PE.033.contigs,NRPS,1815,1815,NRPS
R03__metabat2_low_PE.033.contigs,NRPS,74,74,NRPS
R03__metabat2_low_PE.040.contigs,sactipeptide,2,1791,RiPPs
R03__metabat2_low_PE.040.contigs,betalactone,1808,1808,Others
R03__metabat2_low_PE.060.contigs,NRPS,102,102,NRPS
R03__metabat2_low_PE.060.contigs,bacteriocin,2,495,RiPPs
R03__metabat2_low_PE.060.contigs,NRPS,1516,1516,NRPS
R03__metabat2_low_PE.060.contigs,bacteriocin,2,1758,RiPPs
R03__metabat2_low_PE.060.contigs,NRPS,517,517,NRPS
R03__metabat2_low_PE.074.contigs,NRPS-like,903,903,NRPS
R03__metabat2_low_PE.074.contigs,NRPS,1311,1311,NRPS
R03__metabat2_low_PE.074.contigs,NRPS-like,1802,1802,NRPS
R04__maxbin2_low_prob.009.contigs,bacteriocin,2,36,RiPPs
R04__maxbin2_low_prob.009.contigs,sactipeptide,2,801,RiPPs
R04__metabat2_high_PE.001.contigs,betalactone,1748,1748,Others
R04__metabat2_high_PE.001.contigs,NRPS,1775,1775,NRPS
R04__metabat2_high_PE.001.contigs,NRPS,398,398,NRPS
R04__metabat2_high_PE.001.contigs,NRPS-like,1219,1219,NRPS
R04__metabat2_high_PE.001.contigs,NRPS,814,814,NRPS
